"绊蜡锅龋",过沥悼内靛,过沥悼疙,漂荐瘤备盒内靛,漂荐瘤备盒疙,瘤锅,扒绵拱措厘绊蜡锅龋,扁霖斥档,扁霖岿,悼内靛,悼疙,配瘤措厘搁利,魂沥措瘤搁利,扒拱傈眉楷搁利,扒拱魂沥楷搁利,林琶啊拜,钎霖瘤咯何,单捞磐扁霖老磊
4571025324108870000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0887-0005,4570000000000000000,2019,01,1,1悼,188.1,188.1,46.42,46.42,61700000,N,2019-10-10
4571025324108870000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0887-0005,4570000000000000000,2019,01,2,2悼,188.1,188.1,30.58,0,0,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0001,4570000000000000000,2019,01,1,1悼,223.2,223.2,440.35,332.64,321000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0002,4570000000000000000,2019,01,1,1悼,222.9,222.9,453.73,356.41,329000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0003,4570000000000000000,2019,01,1,1悼,224,224,431.35,324.72,280000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0004,4570000000000000000,2019,01,1,1悼,223.9,223.9,506.29,506.29,385000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0005,4570000000000000000,2019,01,1,1悼,224.2,224.2,507.21,507.21,406000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0006,4570000000000000000,2019,01,1,1悼,224.5,224.5,230.95,124.55,119000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0007,4570000000000000000,2019,01,1,1悼,221.3,221.3,360.41,252.34,211000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0009,4570000000000000000,2019,01,1,1悼,224.4,224.4,499.8,499.8,421000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0010,4570000000000000000,2019,01,1,1悼,224.3,224.3,486.68,486.68,389000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0011,4570000000000000000,2019,01,1,1悼,224.1,224.1,507.32,507.32,403000000,N,2019-10-10
4571025324108880000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0888-0012,4570000000000000000,2019,01,1,1悼,224.4,224.4,131.52,79.08,74700000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0001,4570000000000000000,2019,01,1,1悼,221.9,221.9,132.38,96.9,95500000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0005,4570000000000000000,2019,01,1,1悼,223.4,223.4,237.1,163.63,138000000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0006,4570000000000000000,2019,01,1,1悼,224,224,41.43,41.43,34400000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0006,4570000000000000000,2019,01,2,2悼,224,224,90.55,0,0,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0007,4570000000000000000,2019,01,1,1悼,221,221,345.03,118.81,75100000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0008,4570000000000000000,2019,01,1,1悼,221,221,434.79,339.76,304000000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0009,4570000000000000000,2019,01,1,1悼,224.2,224.2,131.49,131.49,127000000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0010,4570000000000000000,2019,01,1,1悼,223.2,223.2,502.06,502.06,382000000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0011,4570000000000000000,2019,01,1,1悼,224.6,224.6,537.01,537.01,396000000,N,2019-10-10
4571025324108890000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0889-0012,4570000000000000000,2019,01,1,1悼,223.6,223.6,481.32,388.21,329000000,N,2019-10-10
4571025324108900000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0890-0003,4570000000000000000,2019,01,1,1悼,199.9,199.9,365.3,285.53,272000000,N,2019-10-10
4571025324108900000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0890-0004,4570000000000000000,2019,01,1,1悼,208.1,208.1,363.36,206.29,201000000,N,2019-10-10
4571025324108900000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0890-0006,4570000000000000000,2019,01,1,1悼,198.1,198.1,116.52,76.62,94500000,N,2019-10-10
4571025324108900000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0890-0007,4570000000000000000,2019,01,1,1悼,201.1,201.1,352.22,261.36,262000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0001,4570000000000000000,2019,01,1,1悼,225.7,225.7,461.75,362.83,322000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0003,4570000000000000000,2019,01,1,1悼,224.4,224.4,447.44,399.29,353000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0004,4570000000000000000,2019,01,1,1悼,264.2,264.2,626,626,454000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0005,4570000000000000000,2019,01,1,1悼,263.8,263.8,640.32,640.32,438000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0008,4570000000000000000,2019,01,1,1悼,226.3,226.3,266.88,188.79,188000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0009,4570000000000000000,2019,01,1,1悼,224,224,495.43,495.43,390000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0010,4570000000000000000,2019,01,1,1悼,264,264,591.3,591.3,464000000,N,2019-10-10
4571025324108910000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0891-0012,4570000000000000000,2019,01,1,1悼,224.2,224.2,515.42,515.42,381000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0002,4570000000000000000,2019,01,1,1悼,449.9,449.9,930.24,769.58,588000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0004,4570000000000000000,2019,01,1,1悼,264,264,581.92,581.92,432000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0005,4570000000000000000,2019,01,1,1悼,263,263,578.16,578.16,440000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0006,4570000000000000000,2019,01,1,1悼,224.2,224.2,134.22,105.42,90000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0010,4570000000000000000,2019,01,1,1悼,262.8,262.8,640.9,640.9,462000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0011,4570000000000000000,2019,01,1,1悼,263.7,263.7,93.01,93.01,75000000,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0011,4570000000000000000,2019,01,2,2悼,263.7,263.7,61.79,0,0,N,2019-10-10
4571025324108920000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0892-0012,4570000000000000000,2019,01,1,1悼,223.5,223.5,517.56,517.56,382000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0001,4570000000000000000,2019,01,1,1悼,226.3,226.3,462.16,360.79,310000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0002,4570000000000000000,2019,01,1,1悼,226.3,226.3,462.16,360.79,311000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0003,4570000000000000000,2019,01,1,1悼,224.1,224.1,505.09,505.09,386000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0004,4570000000000000000,2019,01,1,1悼,223.9,223.9,478.38,428.64,366000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0005,4570000000000000000,2019,01,1,1悼,224.1,224.1,508.74,508.74,399000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0006,4570000000000000000,2019,01,1,1悼,247.9,247.9,552.72,552.72,365000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0007,4570000000000000000,2019,01,1,1悼,248.4,248.4,551.9,551.9,409000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0008,4570000000000000000,2019,01,1,1悼,224.1,224.1,486.68,486.68,363000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0009,4570000000000000000,2019,01,1,1悼,224,224,260.76,184.32,162000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0010,4570000000000000000,2019,01,1,1悼,225.9,225.9,488.95,488.95,352000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0011,4570000000000000000,2019,01,1,1悼,225.7,225.7,456.72,367.02,311000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0012,4570000000000000000,2019,01,1,1悼,223.9,223.9,482.11,482.11,360000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0013,4570000000000000000,2019,01,1,1悼,224.1,224.1,482.11,482.11,361000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0014,4570000000000000000,2019,01,1,1悼,248.3,248.3,442.64,299.68,263000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0015,4570000000000000000,2019,01,1,1悼,247.7,247.7,548.45,548.45,418000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0017,4570000000000000000,2019,01,1,1悼,223.8,223.8,197.37,179.55,142000000,N,2019-10-10
4571025324108930000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0893-0018,4570000000000000000,2019,01,1,1悼,223.9,223.9,493.36,462.77,388000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0001,4570000000000000000,2019,01,1,1悼,450.9,450.9,661.57,432.79,365000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0002,4570000000000000000,2019,01,1,1悼,226,226,407.07,294.24,277000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0003,4570000000000000000,2019,01,1,1悼,223.9,223.9,336.57,208.59,159000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0004,4570000000000000000,2019,01,1,1悼,223.9,223.9,540.52,540.52,393000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0005,4570000000000000000,2019,01,1,1悼,223.7,223.7,507.27,507.27,418000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0006,4570000000000000000,2019,01,1,1悼,247.8,247.8,568.21,568.21,427000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0007,4570000000000000000,2019,01,1,1悼,247.7,247.7,575.78,575.78,419000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0009,4570000000000000000,2019,01,1,1悼,223.9,223.9,96,59.3,78900000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0012,4570000000000000000,2019,01,1,1悼,224.1,224.1,504.6,504.6,375000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0013,4570000000000000000,2019,01,1,1悼,224.1,224.1,501.75,501.75,374000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0014,4570000000000000000,2019,01,1,1悼,248,248,573.03,573.03,424000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0015,4570000000000000000,2019,01,1,1悼,248.1,248.1,573.03,573.03,424000000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0016,4570000000000000000,2019,01,1,1悼,223.9,223.9,132.3,98.31,99800000,N,2019-10-10
4571025324108940000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0894-0017,4570000000000000000,2019,01,1,1悼,224,224,227.48,140.9,139000000,N,2019-10-10
4571025324108950000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0895-0003,4570000000000000000,2019,01,1,1悼,201,201,345.31,108.61,85300000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0003,4570000000000000000,2019,01,1,1悼,228.2,228.2,257.05,123,110000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0004,4570000000000000000,2019,01,1,1悼,228,228,134.16,95.63,91800000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0005,4570000000000000000,2019,01,1,1悼,228.7,228.7,354.27,212.69,174000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0006,4570000000000000000,2019,01,1,1悼,229.7,229.7,522.29,522.29,349000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0008,4570000000000000000,2019,01,1,1悼,224,224,445.2,395.43,332000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0010,4570000000000000000,2019,01,1,1悼,220.9,220.9,450.13,348.86,300000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0013,4570000000000000000,2019,01,1,1悼,223.9,223.9,455.42,424.19,326000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0015,4570000000000000000,2019,01,1,1悼,223.7,223.7,369.34,222.39,179000000,N,2019-10-10
4571025324108960000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0896-0016,4570000000000000000,2019,01,1,1悼,222.2,222.2,518.5,483.33,367000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0001,4570000000000000000,2019,01,1,1悼,215.1,215.1,345.11,235.48,226000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0002,4570000000000000000,2019,01,2,2悼,230.4,230.4,396.97,239.19,220000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0003,4570000000000000000,2019,01,1,1悼,222.7,222.7,409.33,305.36,296000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0004,4570000000000000000,2019,01,1,1悼,228.3,228.3,48.45,48.45,46500000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0004,4570000000000000000,2019,01,2,2悼,228.3,228.3,88.35,0,0,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0005,4570000000000000000,2019,01,1,1悼,224.8,224.8,94,63,88000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0007,4570000000000000000,2019,01,1,1悼,224.1,224.1,55.2,55.2,76200000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0007,4570000000000000000,2019,01,2,2悼,224.1,224.1,36,0,0,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0008,4570000000000000000,2019,01,1,1悼,225.8,225.8,250.74,159.32,150000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0009,4570000000000000000,2019,01,1,1悼,223.5,223.5,68,40.8,66500000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0010,4570000000000000000,2019,01,1,1悼,226.6,226.6,463.71,362.89,325000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0011,4570000000000000000,2019,01,1,1悼,230.9,230.9,394.76,277.48,273000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0012,4570000000000000000,2019,01,1,1悼,221.2,221.2,539.35,539.35,395000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0013,4570000000000000000,2019,01,1,1悼,219,219,347.88,225.52,179000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0014,4570000000000000000,2019,01,1,1悼,226.5,226.5,494.36,450.16,374000000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0015,4570000000000000000,2019,01,1,1悼,226.8,226.8,135,81.06,93300000,N,2019-10-10
4571025324108970000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0897-0016,4570000000000000000,2019,01,1,1悼,225.3,225.3,293.35,195.18,194000000,N,2019-10-10
4571025324108990000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0899-0002,4570000000000000000,2019,01,1,1悼,600.3,600.3,1154.66,196.68,180000000,N,2019-10-10
4571025324108990000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0899-0006,4570000000000000000,2019,01,1,1悼,240.4,240.4,447.78,149.98,121000000,N,2019-10-10
4571025324108990000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0899-0010,4570000000000000000,2019,01,1,1悼,386.6,386.6,1247.76,207.12,153000000,N,2019-10-10
4571025324108990000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0899-0014,4570000000000000000,2019,01,1,1悼,240.5,240.5,387.97,80.65,53800000,N,2019-10-10
4571025324109000000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0900-0005,4570000000000000000,2019,01,1,1悼,481.8,481.8,868.86,799.33,753000000,N,2019-10-10
4571025324109000000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0900-0008,4570000000000000000,2019,01,1,1悼,446.3,446.3,871.88,871.88,778000000,N,2019-10-10
4571025324109040000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0904-0002,4570000000000000000,2019,01,1,1悼,695.9,695.9,1998.84,155.51,116000000,N,2019-10-10
4571025324109040000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0904-0005,4570000000000000000,2019,01,1,1悼,403.9,403.9,44.25,44.25,231000000,N,2019-10-10
4571025324109050000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0905-0001,4570000000000000000,2019,01,1,1悼,387.2,387.2,860.57,774.68,655000000,N,2019-10-10
4571025324109050000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0905-0002,4570000000000000000,2019,01,1,1悼,346.6,346.6,845.51,845.51,726000000,N,2019-10-10
4571025324109070000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0907-0001,4570000000000000000,2019,01,1,1悼,328.3,328.3,1199.88,195.37,175000000,N,2019-10-10
4571025324109080000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0908-0003,4570000000000000000,2019,01,1,1悼,814.3,814.3,1427.82,145.03,172000000,N,2019-10-10
4571025324109080000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,1,老馆,0908-0005,4570000000000000000,2019,01,1,1悼,403.2,403.2,868.24,794.97,753000000,N,2019-10-10
4571025324200370000,4571025324,傈扼合档 肯林焙 豪悼谰 敌魂府,2,魂,0037-0000,4570000000000000000,2019,01,1,1悼,7339,70,28,28,2200000,N,2019-10-10
4571025325100180000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0018-0002,4570000000000000000,2019,01,1,1悼,470,470,92.2,92.2,28800000,N,2019-10-10
4571025325100670000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0067-0000,4570000000000000000,2019,01,1,1悼,440,440,108.82,108.82,54300000,N,2019-10-10
4571025325100690000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0069-0013,4570000000000000000,2019,01,1,1悼,1677,1677,287.39,58.84,56100000,N,2019-10-10
4571025325100920000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0092-0001,4570000000000000000,2019,01,1,1悼,1755,1755,711.81,296.44,220000000,N,2019-10-10
4571025325101060000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0106-0001,4570000000000000000,2019,01,1,1悼,660,660,99.51,99.51,87400000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0003,4570000000000000000,2019,01,1,1悼,590,590,96.72,96.72,64700000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0009,4570000000000000000,2019,01,1,1悼,839,839,81.33,81.33,44100000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0009,4570000000000000000,2019,01,2,2悼,839,839,145.24,145.24,52800000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0013,4570000000000000000,2019,01,1,1悼,467,467,125.7,125.7,86700000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0016,4570000000000000000,2019,01,1,1悼,660,660,46.08,46.08,17800000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0016,4570000000000000000,2019,01,2,2悼,660,660,80.95,80.95,50000000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0018,4570000000000000000,2019,01,1,1悼,618,618,148.4,148.4,46200000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0022,4570000000000000000,2019,01,1,1悼,218,218,50.8,50.8,15200000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0023,4570000000000000000,2019,01,1,1悼,582,582,99.69,99.69,78900000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0024,4570000000000000000,2019,01,1,1悼,528,528,84.24,84.24,45000000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0025,4570000000000000000,2019,01,1,1悼,353,353,66,66,41600000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0027,4570000000000000000,2019,01,1,1悼,70,70,57.5,57.5,6700000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0028,4570000000000000000,2019,01,1,1悼,868,868,67.2,67.2,62700000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0030,4570000000000000000,2019,01,1,1悼,764,764,59.5,59.5,55300000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0033,4570000000000000000,2019,01,1,1悼,487,487,65.4,65.4,23000000,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0033,4570000000000000000,2019,01,2,2悼,487,487,32,0,0,N,2019-10-10
4571025325101150000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0115-0054,4570000000000000000,2019,01,1,1悼,446,446,70,70,36900000,N,2019-10-10
4571025325101200000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0120-0001,4570000000000000000,2019,01,1,1悼,591,591,106.01,106.01,71200000,N,2019-10-10
4571025325101240000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0124-0001,4570000000000000000,2019,01,1,1悼,182,182,70.38,70.38,42600000,N,2019-10-10
4571025325101270000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0127-0004,4570000000000000000,2019,01,1,1悼,354,354,83.7,83.7,51000000,N,2019-10-10
4571025325101450000,4571025325,傈扼合档 肯林焙 豪悼谰 侩鞠府,1,老馆,0145-0003,4570000000000000000,2019,01,1,1悼,330,330,107.3,107.3,25200000,N,2019-10-10
